tournament,timestamp,date_GMT,status,stadium_name,attendance,home_team_name,away_team_name,referee,Game Week,home_team_pre_match_ppg,away_team_pre_match_ppg,home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,home_team_xg,away_team_xg
FIFA World Cup Qualifiers,1459298700,Mar 30 2016 - 12:45am,complete,Estadio Defensores del Chaco (AsunciÃ³n),24457,Paraguay,Brazil,,6,1.6,1.6,1.33,2.28,2,2,4,1,1,0,40;49,79;90+2,6,4,3,0,1,0,2,1,1,0,8,15,4,7,4,8,18,12,39,61,,
Friendly,1463760000,May 20 2016 - 4:00pm,complete,Groupama ArÃ©na,19900,Hungary,Ivory Coast,,,1,0,0.5,1.5,0,0,0,0,0,0,,,4,6,0,0,1,0,0,0,1,0,11,6,6,2,5,4,10,13,53,47,,
Friendly,1463835600,May 21 2016 - 1:00pm,complete,Serowe Stadium (Serowe),,Botswana,Lesotho,,,0,0,1.2,1.67,2,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1463932800,May 22 2016 - 4:00pm,complete,Estadio JuÃ¡n RÃ¡mon Loubriel,14000,Puerto Rico,USA,,,0,3,0,2.71,1,3,4,3,1,2,42,20;34;56,0,2,0,0,0,0,0,0,0,0,6,11,2,6,4,5,6,6,33,67,,
Friendly,1463933700,May 22 2016 - 4:15pm,complete,Etihad Stadium,44866,England,Turkey,,,1.5,3,2.17,2.17,2,1,3,2,1,1,3;83,13,2,4,1,0,2,0,0,1,1,1,10,9,4,4,6,5,17,16,48,52,,
Friendly,1464053400,May 24 2016 - 1:30am,complete,Estadio Nacional de Lima,20000,Peru,Trinidad and Tobago,,,0,1,3,0.67,4,0,4,2,2,0,36;39;50;90+3,,,,2,0,3,1,0,2,1,3,,,,,,,,,,,,
Friendly,1464139800,May 25 2016 - 1:30am,complete,Estadio Rommel FernÃ¡ndez GutiÃ©rrez,12700,Panama,Venezuela,,,1.5,3,0.83,1.25,0,0,0,0,0,0,,,4,0,2,0,3,0,1,1,1,2,5,7,2,0,3,7,20,19,54,46,,
Friendly,1464188400,May 25 2016 - 3:00pm,complete,Gradski Stadion (UÅ¾ice),7000,Serbia,Cyprus,,,1.5,0,1.67,0,2,1,3,3,2,1,2;10,32,,,1,0,2,0,1,0,2,0,,,,,,,,,,,,
Friendly,1464199200,May 25 2016 - 6:00pm,complete,Stadio Giuseppe Sinigaglia,1500,Congo DR,Romania,,,0,2,0.83,1.33,1,1,2,1,0,1,87,27,3,9,1,0,0,0,0,1,0,0,9,11,7,4,2,7,19,13,44,56,,
Friendly,1464220800,May 26 2016 - 12:00am,complete,Toyota Stadium,9893,USA,Ecuador,,,3,0,2.71,0,1,0,1,0,0,0,90,,2,6,1,0,3,0,1,0,3,0,5,5,2,4,3,1,15,16,50,50,,
Friendly,1464278400,May 26 2016 - 4:00pm,complete,Sportplatz Bad Erlach (Bad Erlach),,Azerbaijan,Andorra,,,0,0,0.5,0.33,0,0,0,0,0,0,,,5,5,3,0,3,0,1,2,1,2,9,2,3,0,6,2,14,20,64,36,,
Friendly,1464363000,May 27 2016 - 3:30pm,complete,ASKÃ–-Stadion Wels (Wels),782,Slovakia,Georgia,,,1,1,1.67,1,3,1,4,1,1,0,5;56;70,71,3,7,0,0,0,0,0,0,0,0,5,12,2,4,3,8,16,11,48,52,,
Friendly,1464364800,May 27 2016 - 4:00pm,complete,Kufstein-Arena,1000,Czech Republic,Malta,,,0.5,1,1.57,0.4,6,0,6,3,3,0,15;21;40;74;81;90+1,,9,0,0,0,0,0,0,0,0,0,11,0,5,0,6,0,8,10,65,35,,
Friendly,1464364800,May 27 2016 - 4:00pm,complete,Stade de KÃ©guÃ©,,Togo,Zambia,,,0,0,2,1.14,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1464368400,May 27 2016 - 5:00pm,complete,Stade Robert Diochon,500,Nigeria,Mali,,,0,0,3,0,1,0,1,0,0,0,77,,3,2,0,0,0,0,0,0,0,0,12,9,10,4,2,5,18,13,51,49,,
Friendly,1464372000,May 27 2016 - 6:00pm,complete,Grand Stade de Tanger,,Morocco,Congo,,,0,0,2.5,0,2,0,2,0,0,0,,,5,1,0,0,0,0,0,0,0,0,7,4,4,0,3,4,22,22,67,33,,
Friendly,1464373800,May 27 2016 - 6:30pm,complete,Gradski Stadion (Koprivnica),3974,Croatia,Moldova,,,2,2,2.6,1,1,0,1,1,1,0,9,,5,3,1,0,2,0,0,1,0,2,15,5,5,3,10,2,5,14,62,38,,
Friendly,1464374700,May 27 2016 - 6:45pm,complete,Aviva Stadium,42438,Republic of Ireland,Netherlands,,,2,1.5,1.6,1.57,1,1,2,1,1,0,30,85,3,2,1,0,0,0,1,0,0,0,8,3,5,2,3,1,12,15,37,63,,
Friendly,1464374700,May 27 2016 - 6:45pm,complete,Windsor Park,14229,Northern Ireland,Belarus,,,2,1,1.6,1.83,3,0,3,2,2,0,6;44;88,,4,2,1,0,3,0,0,1,0,3,4,6,0,2,4,4,12,17,44,56,,
Friendly,1464374700,May 27 2016 - 6:45pm,complete,Stadium of Light,46595,England,Australia,,,2,0,2.17,1,2,1,3,1,1,0,3;55,75,5,7,0,0,1,0,0,0,1,0,9,9,5,3,4,6,13,11,46,54,,
Friendly,1464390000,May 27 2016 - 11:00pm,complete,Estadio Centenario,15000,Uruguay,Trinidad and Tobago,,,0,0.5,3,0.67,3,1,4,3,2,1,26;39;52,7,13,2,0,0,1,0,0,0,0,1,5,4,2,2,3,2,10,6,69,31,,
Friendly,1464390000,May 27 2016 - 11:00pm,complete,Estadio San Juan del Bicentenario,18000,Argentina,Honduras,,,0,1.5,3,2,1,0,1,1,1,0,31,,12,3,2,0,3,0,1,1,1,2,11,7,4,2,7,5,8,9,71,29,,
Friendly,1464391800,May 27 2016 - 11:30pm,complete,Estadio Sausalito,18000,Chile,Jamaica,,,0,0,0,3,1,2,3,1,0,1,82,36;53,15,2,2,0,6,0,1,1,2,4,25,5,11,3,14,2,11,11,65,35,,
Friendly,1464400800,May 28 2016 - 2:00am,complete,Estadio Nacional de Costa Rica,22000,Costa Rica,Venezuela,,,0,2,2,1.25,2,1,3,2,1,1,40;49,29,,,2,0,1,0,1,1,0,1,,,,,,,,,,,,
Friendly,1464435000,May 28 2016 - 11:30am,complete,Thuwanna YTC Stadium,,Myanmar,Malaysia,,,0,1,0.83,1.22,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1464442200,May 28 2016 - 1:30pm,complete,Stade Amahoro,,Rwanda,Senegal,,,2,0,1.33,1.5,0,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1464444900,May 28 2016 - 2:15pm,complete,Stade de GenÃ¨ve,20000,Switzerland,Belgium,,,0,0,0.75,1.33,1,2,3,2,1,1,31,34;83,5,11,0,1,0,0,0,1,0,0,7,8,3,6,4,2,11,13,45,55,,
Friendly,1464449400,May 28 2016 - 3:30pm,complete,Campo Nuevo Municipal de Cornella,,Gabon,Mauritania,,,1.33,0,1,1.33,0,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1464469200,May 28 2016 - 9:00pm,complete,Georgia Dome (Atlanta- Georgia),63049,Mexico,Paraguay,,,3,0,3,0,1,0,1,1,1,0,32,,,,3,0,2,0,1,2,2,0,,,,,,,,,,,,
Friendly,1464480000,May 29 2016 - 12:00am,complete,Children's Mercy Park,8894,USA,Bolivia,,,3,0,2.71,0,4,0,4,2,2,0,26;37;52;69,,6,2,0,0,2,0,0,0,1,1,5,7,4,3,1,4,12,17,60,40,,
Friendly,1464480000,May 29 2016 - 12:00am,complete,Robert F. Kennedy Memorial Stadium,10000,Peru,El Salvador,,,3,0.33,3,0.2,3,1,4,1,1,0,11;60;90+3,81,2,2,0,0,0,0,0,0,0,0,8,11,4,0,4,11,17,15,48,52,,
Friendly,1464490800,May 29 2016 - 3:00am,complete,Stubhub Center,,Guatemala,Armenia,,,3,1,1.6,1.75,1,7,8,3,1,2,7,39;45;50;60;70;72;84,,,,,,,,,,,,,,,,,,,,,,
Friendly,1464521400,May 29 2016 - 11:30am,complete,New Laos National Stadium,,Laos,Nepal,,,0,2,0.5,1.67,1,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1464523200,May 29 2016 - 12:00pm,complete,Phnom Penh National Olympic Stadium,,Cambodia,Timor-Leste,,,0,0,1.29,0,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1464526800,May 29 2016 - 1:00pm,complete,Moi International Sports Centre,,Kenya,Tanzania,,,0,0,2,0.5,1,1,2,0,0,0,,,7,1,0,0,0,0,0,0,0,0,8,6,3,2,5,4,14,20,56,44,,
Friendly,1464534000,May 29 2016 - 3:00pm,complete,Sportplatz Bad Erlach (Bad Erlach),,North Macedonia,Azerbaijan,,,0,0.5,0.75,0.5,3,1,4,2,2,0,20;33;90+2,73,,,2,0,2,0,0,2,2,0,,,,,,,,,,,,
Friendly,1464535800,May 29 2016 - 3:30pm,complete,PROfertil ARENA,,Albania,Qatar,,,1.5,0,1.4,2.4,3,1,4,3,2,1,23;40;64,2,11,4,1,0,2,0,1,0,1,1,7,8,5,3,2,5,16,11,50,50,,
Friendly,1464536700,May 29 2016 - 3:45pm,complete,WWK Arena,22110,Germany,Slovakia,,,1.5,1.67,1.67,1.67,1,3,4,3,1,2,13,41;44;52,10,5,0,0,0,0,0,0,0,0,13,6,7,3,6,3,12,12,49,51,,
Friendly,1464537600,May 29 2016 - 4:00pm,complete,Kybunpark,14000,Spain,Bosnia-Herzegovina,,,1,3,1.71,2,3,1,4,3,2,1,11;18;90+4,29,5,4,0,0,1,1,0,0,2,0,9,4,4,2,5,2,9,13,50,50,,
Friendly,1464543000,May 29 2016 - 5:30pm,complete,Stadio Olimpico Grande Torino,12000,Romania,Ukraine,,,1.67,3,1.33,3,3,4,7,2,1,1,23;74;84,43;48;54;59,2,7,2,0,0,0,0,2,0,0,10,11,4,5,6,6,11,19,40,60,,
Friendly,1464543900,May 29 2016 - 5:45pm,complete,Antalya Stadyumu,30000,Turkey,Montenegro,,,2,0.5,2.17,0.33,1,0,1,0,0,0,90+4,,5,1,0,0,1,0,0,0,1,0,13,6,4,3,9,3,12,25,60,40,,
Friendly,1464547500,May 29 2016 - 6:45pm,complete,Ta'Qali National Stadium,8000,Italy,Scotland,,,0.5,3,1.33,1.5,1,0,1,0,0,0,57,,4,1,0,0,0,0,0,0,0,0,13,2,4,0,9,2,12,15,47,53,,
Friendly,1464551100,May 29 2016 - 7:45pm,complete,EstÃ¡dio Do DragÃ£o,30000,Portugal,Norway,,,1.5,2,2,1.17,3,0,3,1,1,0,13;65;70,,5,4,0,0,0,0,0,0,0,0,7,8,4,3,3,5,12,13,51,49,,
Friendly,1464555600,May 29 2016 - 9:00pm,complete,Marlins Park (Miami- Florida),18000,Colombia,Haiti,,,0,0,3,0,3,1,4,2,1,1,13;54;72,35,,,1,0,3,1,0,1,3,1,,,,,,,,,,,,
Friendly,1464571800,May 30 2016 - 1:30am,complete,Dick's Sporting Goods Park,11000,Panama,Brazil,,,1.33,0,0.83,3,0,2,2,1,0,1,,2;73,2,8,3,0,4,0,2,1,0,4,4,12,0,5,4,7,12,16,35,65,,
Friendly,1464627600,May 30 2016 - 5:00pm,complete,Independence Stadium (Bakau),,Gambia,Zambia,,,0,0,1,1.14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1464629400,May 30 2016 - 5:30pm,complete,Swedbank Stadion,16925,Sweden,Slovenia,,,1.25,1.5,1.71,1,0,0,0,0,0,0,,,2,5,0,0,3,0,0,0,0,3,10,9,4,4,6,5,20,11,51,49,,
Friendly,1464634800,May 30 2016 - 7:00pm,complete,Stade de la Beaujoire - Louis Fonteneau,38000,France,Cameroon,,,3,1,2.67,1.33,3,2,5,3,2,1,20;41;90,22;88,6,2,2,0,2,0,0,2,2,0,13,8,4,2,9,6,12,13,59,41,,
Friendly,1464692400,May 31 2016 - 11:00am,complete,SÃ¢n váº­n Ä‘á»™ng quá»‘c gia Má»¹ ÄÃ¬nh (My Dinh National Stadium) (HÃ  Ná»™i (Hanoi)),,Vietnam,Syria,,,0,3,2.33,1.83,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1464699600,May 31 2016 - 1:00pm,complete,Moi International Sports Centre,,Kenya,Sudan,,,1,0,2,0.5,1,1,2,0,0,0,,,3,2,0,0,0,0,0,0,0,0,9,9,4,7,5,2,20,13,49,51,,
Friendly,1464706800,May 31 2016 - 3:00pm,complete,National Sports Stadium,,Zimbabwe,Uganda,,,0,1,2.14,0.4,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1464714000,May 31 2016 - 5:00pm,complete,Stade Josy Barthel,1866,Luxembourg,Nigeria,,,0,3,0,3,1,3,4,1,0,1,90,36;69;90+3,3,5,2,0,1,0,0,2,0,1,6,12,3,7,3,5,7,10,42,58,,
Friendly,1464718500,May 31 2016 - 6:15pm,complete,Stadion KaraÄ‘orÄ‘e,10000,Serbia,Israel,,,2,0,1.67,0,3,1,4,1,1,0,33;74;88,50,6,2,3,0,1,0,1,2,1,0,8,7,6,4,2,3,22,11,48,52,,
Friendly,1464719400,May 31 2016 - 6:30pm,complete,WÃ¶rthersee Stadion (Klagenfurt am WÃ¶rthersee),20200,Austria,Malta,,,1.5,0.5,1.4,0.4,2,1,3,2,2,0,4;18,87,7,1,0,0,1,0,0,0,1,0,9,4,2,0,7,4,11,7,63,37,,
Friendly,1464720300,May 31 2016 - 6:45pm,complete,Turner's Cross,7200,Republic of Ireland,Belarus,,,1.67,0.67,1.6,1.83,1,2,3,1,0,1,72,20;63,10,5,0,0,1,0,0,0,0,1,15,5,7,2,8,3,5,13,60,40,,
Friendly,1464791400,Jun 01 2016 - 2:30pm,complete,Red Bull Arena (Wals-Siezenheim),31800,Spain,South Korea,,,1.67,3,1.71,2.25,6,1,7,3,3,0,30;32;38;50;54;89,83,5,1,0,0,0,0,0,0,0,0,9,12,5,6,4,6,7,8,56,44,,
Friendly,1464796800,Jun 01 2016 - 4:00pm,complete,Tivoli Stadion Tirol,650,Russia,Czech Republic,,,1.5,1.33,1.22,1.57,1,2,3,1,1,0,6,49;90,3,3,0,0,0,0,0,0,0,0,12,5,7,4,5,1,11,12,42,58,,
Friendly,1464796800,Jun 01 2016 - 4:00pm,complete,A. Le Coq Arena,,Estonia,Andorra,,,0.67,0.5,1.25,0.33,2,0,2,1,1,0,24;90+4,,6,0,1,0,5,1,0,1,0,6,8,4,5,2,3,2,17,17,68,32,,
Friendly,1464803100,Jun 01 2016 - 5:45pm,complete,Ullevaal Stadion,9168,Norway,Iceland,,,1.33,1.2,1.17,1.5,3,2,5,3,2,1,1;41;67,36;81,4,3,1,0,0,0,1,0,0,0,7,6,5,2,2,4,18,15,52,48,,
Friendly,1464806700,Jun 01 2016 - 6:45pm,complete,Stadion Energa GdaÅ„sk,40392,Poland,Netherlands,,,3,1.33,1.6,1.57,1,2,3,1,0,1,60,33;76,7,3,1,0,1,0,0,1,0,1,9,10,3,6,6,4,7,20,57,43,,
Friendly,1464806700,Jun 01 2016 - 6:45pm,complete,Stade Roi Baudouin,28025,Belgium,Finland,,,1.5,0,1.33,0.14,1,1,2,0,0,0,89,53,17,1,0,0,0,0,0,0,0,0,29,4,7,3,22,1,10,8,69,31,,
Friendly,1464827400,Jun 02 2016 - 12:30am,complete,Lockhart Stadium (Fort Lauderdale- Florida),7217,Guatemala,Venezuela,,,2,1.33,1.6,1.25,1,1,2,0,0,0,68,84,,,1,0,0,0,1,0,0,0,,,,,,,,,,,,
Friendly,1464832800,Jun 02 2016 - 2:00am,complete,San Diego County Credit Union Stadium (San Diego- California),70000,Mexico,Chile,,,3,0,3,0,1,0,1,0,0,0,86,,,,2,0,4,0,1,1,0,4,,,,,,,,,,,,
Friendly,1464836400,Jun 02 2016 - 3:00am,complete,Stubhub Center,,El Salvador,Armenia,,,0.25,2,0.2,1.75,0,4,4,2,0,2,,2;8;68;75,,,2,0,0,0,2,0,0,0,,,,,,,,,,,,
Friendly,1464886800,Jun 02 2016 - 5:00pm,complete,Telekom Arena (Skopje),1000,North Macedonia,Iran,,,1,0,0.75,3,1,3,4,3,1,2,10,8;20;60,4,5,1,0,3,0,0,1,2,1,7,18,2,8,5,10,13,26,58,42,,
Friendly,1464893100,Jun 02 2016 - 6:45pm,complete,Wembley Stadium,82503,England,Portugal,,,2.25,2,2.17,2,1,0,1,0,0,0,86,,2,2,1,0,1,1,1,0,1,1,8,6,6,0,2,6,17,8,55,45,,
Friendly,1464942600,Jun 03 2016 - 8:30am,complete,Thuwanna YTC Stadium,,Vietnam,Hong Kong,,,3,0,2.33,2,2,2,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1464948000,Jun 03 2016 - 10:00am,complete,Rajamangala National Stadium,,UAE,Jordan,,,3,3,1.5,1.1,1,3,4,2,1,1,45+1,8;51;68,,,1,0,0,0,0,1,0,0,,,,,,,,,,,,
Friendly,1464953400,Jun 03 2016 - 11:30am,complete,Thuwanna YTC Stadium,,Myanmar,Singapore,,,0.5,3,0.83,1.11,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1464953700,Jun 03 2016 - 11:35am,complete,Qinhuangdao Olympic Sports Center Stadium (Qinhuangdao),,China,Trinidad and Tobago,,,0,0.33,1.5,0.67,4,2,6,2,2,0,3;31;64;88,67;86,,,,,,,,,,,,,,,,,,,,,,
Friendly,1464958800,Jun 03 2016 - 1:00pm,complete,Rajamangala National Stadium,,Thailand,Syria,,,0,1.5,1,1.83,2,2,4,0,0,0,,,5,3,0,0,0,0,0,0,0,0,4,9,0,3,4,6,16,12,53,47,,
Friendly,1464969600,Jun 03 2016 - 4:00pm,complete,Stadio di Cornaredo,5700,Switzerland,Moldova,,,0,1.33,0.75,1,2,1,3,1,1,0,12;75,69,7,3,1,0,1,0,1,0,1,0,11,7,6,2,5,5,8,10,63,37,,
Friendly,1464973200,Jun 03 2016 - 5:00pm,complete,Stadion Rohrbach - Kunstrasenplatz  (Rohrbach an der Lafnitz),150,Canada,Azerbaijan,,,0,0.33,1.17,0.5,1,1,2,1,1,0,43,58,5,4,0,0,0,0,0,0,0,0,7,8,5,3,2,5,10,13,41,59,,
Friendly,1464976800,Jun 03 2016 - 6:00pm,complete,Arena NaÅ£ionalÄƒ,20000,Romania,Georgia,,,1.25,0.5,1.33,1,5,1,6,2,2,0,2;3;49;80;87,68,5,5,0,0,1,0,0,0,0,1,13,9,6,4,7,5,14,9,45,55,,
Friendly,1464976800,Jun 03 2016 - 6:00pm,complete,Frankfurter Volksbank Stadion,,Kosovo,Faroe Islands,,,0,3,3,1.5,2,0,2,1,1,0,44;90+4,,,,1,1,2,1,2,0,1,2,,,,,,,,,,,,
Friendly,1464978600,Jun 03 2016 - 6:30pm,complete,Stadio Atleti Azzurri d'Italia,10496,Albania,Ukraine,,,2,3,1.4,3,1,3,4,2,1,1,12,8;49;87,7,3,1,0,2,0,1,0,1,1,8,6,4,3,4,3,11,22,50,50,,
Copa America,1464978600,Jun 30 2015 - 8:30pm,complete,Estadio Municipal Alcaldesa Ester Roa Re...,29205,Argentina,Paraguay,Sandro Ricci,0,,,,,6,1,7,,,,15;27;47;53;80;83,43,3,3,2,0,3,0,,,,,15,14,10,3,5,11,12,19,56,44,,
Friendly,1465034400,Jun 04 2016 - 10:00am,complete,ANZ Stadium (Sydney),38682,Australia,Greece,,,0,1.5,1,1.5,1,0,1,0,0,0,90+3,,7,1,0,0,1,0,0,0,0,1,13,6,6,3,7,3,21,21,61,39,,
Friendly,1465056000,Jun 04 2016 - 4:00pm,complete,VELTINS-Arena,52104,Germany,Hungary,,,1,1,1.67,0.5,2,0,2,1,1,0,39;63,,4,1,1,0,2,0,1,0,1,1,7,10,0,2,7,8,9,8,63,37,,
Copa America,1465057800,Jul 4 2015 - 5:00pm,complete,Estadio Nacional Julio Martínez Prádanos,45693,Chile,Argentina,Wilmar Roldán,0,,,,,0,0,0,,,,,,4,8,4,0,3,0,,,,,18,8,4,2,14,6,28,21,52,48,,
Copa America,1465059600,Jul 3 2015 - 8:30pm,complete,Estadio Municipal Alcaldesa Ester Roa Re...,29143,Peru,Paraguay,Raúl Orozco,0,,,,,2,0,2,,,,48;89,,11,3,2,0,1,0,,,,,13,8,4,3,9,5,16,14,54,46,,
Friendly,1465061400,Jun 04 2016 - 5:30pm,complete,Stade de BouakÃ© (Stade de la Paix) (BouakÃ©),,Ivory Coast,Gabon,,,1,1,1.5,1,2,1,3,0,0,0,51;72,82,,,,,,,,,,,,,,,,,,,,,,
Friendly,1465064100,Jun 04 2016 - 6:15pm,complete,Stadion HNK Rijeka,3911,Croatia,San Marino,,,2.33,0,2.6,0,10,0,10,6,6,0,20;23;24;36;38;40;50;59;73;84,,12,1,0,0,2,0,0,0,0,2,15,0,7,0,8,0,7,6,71,29,,
Friendly,1465065000,Jun 04 2016 - 6:30pm,complete,Ernst-Happel-Stadion,48000,Austria,Netherlands,,,2,1.75,1.4,1.57,0,2,2,1,0,1,,9;66,5,2,0,0,1,0,0,0,1,0,13,6,6,0,7,6,11,14,55,45,,
Friendly,1465065900,Jun 04 2016 - 6:45pm,complete,City Arena Trnava,18111,Slovakia,Northern Ireland,,,2,2.33,1.67,1.6,0,0,0,0,0,0,,,8,5,0,0,1,0,0,0,0,1,10,4,3,3,7,1,10,8,65,35,,
Friendly,1465066800,Jun 04 2016 - 7:00pm,complete,Stade Saint-Symphorien,25057,France,Scotland,,,3,2,2.67,1.5,3,0,3,3,3,0,8;35;39,,10,2,0,0,0,0,0,0,0,0,17,3,9,0,8,3,8,12,60,40,,
Copa America,1465066800,Jun 3 2016 - 6:30pm,complete,Levi's Stadium,67439,United States,Colombia,Roberto García,1,,,,,0,2,2,,,,,8;42,4,3,1,0,0,0,,,,,12,13,2,8,10,5,12,14,53,47,,
Friendly,1465120800,Jun 05 2016 - 10:00am,complete,Rajamangala National Stadium,,UAE,Syria,,,2,1.33,1.5,1.83,0,1,1,0,0,0,,50,,,1,0,3,0,0,1,1,2,,,,,,,,,,,,
Friendly,1465131600,Jun 05 2016 - 1:00pm,complete,Rajamangala National Stadium,,Thailand,Jordan,,,0.5,3,1,1.1,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1465132200,Jun 05 2016 - 1:10pm,complete,Eden ArÃ©na,16490,Czech Republic,South Korea,,,1.75,1.5,1.57,2.25,1,2,3,2,0,2,46,26;40,11,3,3,1,1,0,1,3,0,1,10,6,4,4,6,2,11,20,55,45,,
Friendly,1465135200,Jun 05 2016 - 2:00pm,complete,Friends Arena,37942,Sweden,Wales,,,1.2,0.5,1.71,0.33,3,0,3,1,1,0,40;57;87,,8,3,0,0,0,0,0,0,0,0,6,8,3,2,3,6,16,11,48,52,,
Friendly,1465142400,Jun 05 2016 - 4:00pm,complete,Stade Roi Baudouin,42196,Belgium,Norway,,,1.33,1.75,1.33,1.17,3,2,5,2,1,1,3;70;73,21;48,9,6,1,0,1,0,0,1,0,1,12,6,7,4,5,2,14,12,53,47,,
Friendly,1465142400,Jun 05 2016 - 4:00pm,complete,Stade Louis II,2000,Serbia,Russia,,,2.25,1,1.67,1.22,1,1,2,0,0,0,88,85,11,4,0,0,0,0,0,0,0,0,8,7,3,6,5,1,11,14,40,60,,
Copa America,1465142400,Jun 4 2016 - 5:00pm,complete,Camping World Stadium,14334,Costa Rica,Paraguay,Patricio Loustau,1,,,,,0,0,0,,,,,,5,8,2,1,3,0,,,,,6,8,4,1,2,7,17,12,50,50,,
Copa America,1465146000,Jun 4 2016 - 4:30pm,complete,CenturyLink Field,20190,Haiti,Peru,John Pitti,1,,,,,0,1,1,,,,,61,3,4,2,0,3,0,,,,,4,10,1,5,3,5,14,18,49,51,,
Friendly,1465150500,Jun 05 2016 - 6:15pm,complete,Stadion StoÅ¾ice,7209,Slovenia,Turkey,,,1.33,2.25,1,2.17,0,1,1,1,0,1,,5,6,7,3,0,2,0,0,3,0,2,10,13,5,8,5,5,20,13,51,49,,
Friendly,1465201800,Jun 06 2016 - 8:30am,complete,Thuwanna YTC Stadium,,Myanmar,Hong Kong,,,0.33,1,0.83,2,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1465212600,Jun 06 2016 - 11:30am,complete,Thuwanna YTC Stadium,,Vietnam,Singapore,,,2,3,2.33,1.11,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1465228800,Jun 06 2016 - 4:00pm,complete,Stadion Miejski im. Henryka Reymana,33000,Poland,Lithuania,,,2,0,1.6,0.33,0,0,0,0,0,0,,,10,2,1,0,4,0,0,1,1,3,11,5,5,3,6,2,10,17,68,32,,
Friendly,1465238700,Jun 06 2016 - 6:45pm,complete,Stadio Marc'Antonio Bentegodi,27702,Italy,Finland,,,1.33,0.2,1.33,0.14,2,0,2,1,1,0,27;71,,12,3,0,0,0,0,0,0,0,0,15,2,5,0,10,2,8,10,56,44,,
Copa America,1465239600,Jun 4 2016 - 7:00pm,complete,Rose Bowl,53158,Brazil,Ecuador,Julio Bascuñán,1,,,,,0,0,0,,,,,,5,4,3,0,3,0,,,,,9,5,2,1,7,4,12,17,70,30,,
Copa America,1465239600,Jun 5 2016 - 4:00pm,complete,Soldier Field,25560,Jamaica,Venezuela,Víctor Carrillo,1,,,,,0,1,1,,,,,15,4,6,2,1,2,0,,,,,10,14,3,3,7,11,18,10,38,63,,
Friendly,1465241400,Jun 06 2016 - 7:30pm,complete,LaugardalsvÃ¶llur,,Iceland,Liechtenstein,,,1,0,1.5,0,4,0,4,3,3,0,10;20;40;82,,,,0,0,2,0,0,0,0,2,,,,,,,,,,,,
Friendly,1465293600,Jun 07 2016 - 10:00am,complete,Etihad Stadium (Melbourne),33622,Australia,Greece,,,1.5,1,1,1.5,1,2,3,2,0,2,58,8;20,9,3,4,0,2,0,2,2,1,1,9,8,4,2,5,6,15,25,60,40,,
Friendly,1465299300,Jun 07 2016 - 11:35am,complete,Dalian Sports Center,,China,Kazakhstan,,,3,2,1.5,1.75,0,1,1,0,0,0,,68,,,2,0,6,1,1,1,0,7,,,,,,,,,,,,
Friendly,1465308000,Jun 07 2016 - 2:00pm,complete,Thermenstadion (Bad Waltersdorf),50,Canada,Uzbekistan,,,0.5,3,1.17,2.4,2,1,3,1,1,0,20;81,62,2,6,0,0,1,0,0,0,0,1,10,4,3,2,7,2,24,18,43,57,,
Friendly,1465317000,Jun 07 2016 - 4:30pm,complete,Azadi Stadium,6000,Iran,Kyrgyzstan,,,3,0,3,1.14,6,0,6,3,3,0,6;25;29;68;87;90+1,,,,0,0,2,0,0,0,0,2,,,,,,,,,,,,
Friendly,1465325100,Jun 07 2016 - 6:45pm,complete,Coliseum Alfonso PÃ©rez,14400,Spain,Georgia,,,2,0.33,1.71,1,0,1,1,1,0,1,,40,11,0,1,0,1,0,0,1,0,1,16,3,5,2,11,1,6,10,77,23,,
